时间段,电价_元每kWh,负载_kWh,光伏_kWh,购电_kWh,充电_kWh,放电_kWh,弃光_kWh,段初储电_kWh,段末储电_kWh,费用_元,充放电开关_u
05:40-05:50,0.47104999999999997,609.1682,38.434875,570.7333249999999,0.0,0.0,0.0,10800.0,10800.0,268.84393274124994,0.0
05:50-06:00,0.7403500000000001,685.1643416666666,55.4673,0.0,0.0,629.6970416666666,0.0,10800.0,10100.33662037037,0.0,0.0
06:00-06:10,0.92335,737.6737499999999,75.81914166666667,0.0,0.0,661.8546083333333,0.0,10100.33662037037,9364.94261111111,0.0,0.0
06:10-06:20,0.9063,735.4836833333334,99.50399999999999,0.0,0.0,635.9796833333334,0.0,9364.94261111111,8658.298518518517,0.0,0.0
06:20-06:30,0.87585,730.3954083333334,126.41614999999999,0.0,0.0,603.9792583333334,0.0,8658.298518518517,7987.210453703702,0.0,0.0
06:30-06:40,0.868,731.4623833333333,156.99170833333335,0.0,0.0,574.4706749999999,0.0,7987.210453703702,7348.909703703703,0.0,0.0
06:40-06:50,0.85215,734.9476083333332,191.58432500000004,0.0,0.0,543.3632833333331,0.0,7348.909703703703,6745.172722222222,0.0,0.0
06:50-07:00,0.8388,746.5193166666668,230.66410833333333,0.0,0.0,515.8552083333334,0.0,6745.172722222222,6172.000268518518,0.0,0.0
07:00-07:10,0.8213,753.9606833333333,275.00354166666665,0.0,0.0,478.9571416666667,0.0,6172.000268518518,5639.825666666667,0.0,0.0
07:10-07:20,0.8032,755.8299,323.0747666666666,0.0,0.0,432.75513333333333,0.0,5639.825666666667,5158.9866296296295,0.0,0.0
07:20-07:30,0.7807999999999999,755.7607083333332,372.2289666666667,0.0,0.0,383.53174166666656,0.0,5158.9866296296295,4732.84025,0.0,0.0
07:30-07:40,0.72715,742.2165333333332,422.03635833333334,0.0,0.0,320.1801749999999,0.0,4732.84025,4377.0845,0.0,0.0
07:40-07:50,0.77495,774.4847083333334,472.4608666666666,0.0,0.0,302.0238416666668,0.0,4377.0845,4041.5024537037034,0.0,0.0
07:50-08:00,1.01085,892.5160499999998,522.9632666666666,0.0,0.0,369.5527833333332,0.0,4041.5024537037034,3630.88825,0.0,0.0
08:00-08:10,1.165,973.713225,573.5471083333333,0.0,0.0,400.16611666666665,0.0,3630.88825,3186.2592314814815,0.0,0.0
08:10-08:20,1.1319499999999998,969.4081083333333,623.6745416666666,0.0,0.0,345.73356666666666,0.0,3186.2592314814815,2802.110824074074,0.0,0.0
08:20-08:30,1.09025,959.7607833333333,672.6729083333332,0.0,0.0,287.08787500000005,0.0,2802.110824074074,2483.124296296296,0.0,0.0
08:30-08:40,1.07295,960.2723833333332,721.0922833333334,0.0,0.0,239.1800999999998,0.0,2483.124296296296,2217.3686296296296,0.0,0.0
08:40-08:50,1.052,964.8659333333333,768.7160749999999,0.0,0.0,196.14985833333333,0.0,2217.3686296296296,1999.4243425925924,0.0,0.0
08:50-09:00,1.0394999999999999,981.5367333333334,814.5612166666666,0.0,0.0,166.97551666666675,0.0,1999.4243425925924,1813.8959907407404,0.0,0.0
09:00-09:10,1.02535,992.7691416666667,858.9433333333333,0.0,0.0,133.82580833333338,0.0,1813.8959907407404,1665.2006481481478,0.0,0.0
09:10-09:20,1.00345,990.7104166666668,902.3822333333334,0.0,0.0,88.32818333333341,0.0,1665.2006481481478,1567.0582222222217,0.0,0.0
09:20-09:30,0.9811,987.7781833333333,944.298625,0.0,0.0,43.47955833333333,0.0,1567.0582222222217,1518.7476018518514,0.0,0.0
09:30-09:40,0.9561,985.9474,983.3783083333334,0.0,0.0,2.5690916666666226,0.0,1518.7476018518514,1515.893055555555,0.0,0.0
09:40-09:50,0.94955,983.8926833333333,1019.0236,0.0,35.130916666666735,0.0,0.0,1515.893055555555,1547.510880555555,0.0,1.0
09:50-10:00,0.9773000000000001,983.4454833333332,1052.145575,0.0,68.70009166666682,0.0,0.0,1547.510880555555,1609.3409630555552,0.0,1.0
10:00-10:10,0.9948,983.3082416666666,1084.0812416666668,0.0,100.77300000000014,0.0,0.0,1609.3409630555552,1700.0366630555554,0.0,1.0
10:10-10:20,0.9753499999999999,982.019675,1113.8417666666667,0.0,131.82209166666667,0.0,0.0,1700.0366630555554,1818.6765455555555,0.0,1.0
10:20-10:30,0.95685,980.0189666666666,1140.1093916666666,0.0,160.09042499999998,0.0,0.0,1818.6765455555555,1962.7579280555556,0.0,1.0
10:30-10:40,0.9694,977.6251333333332,1164.8998,0.0,187.2746666666667,0.0,0.0,1962.7579280555556,2131.3051280555555,0.0,1.0
10:40-10:50,0.8914500000000001,975.2521333333334,1188.4697333333334,0.0,213.21759999999995,0.0,0.0,2131.3051280555555,2323.2009680555557,0.0,1.0
10:50-11:00,0.6507499999999999,973.671125,1208.3788083333332,0.0,234.7076833333332,0.0,0.0,2323.2009680555557,2534.4378830555556,0.0,1.0
11:00-11:10,0.48434999999999995,973.1474166666667,1224.2332499999998,0.0,251.08583333333308,0.0,0.0,2534.4378830555556,2760.4151330555555,0.0,1.0
11:10-11:20,0.48345000000000005,971.8456749999998,1237.24265,556.0307743827168,821.4277493827169,0.0,0.0,2760.4151330555555,3499.7001075000007,268.81307787532444,1.0000000000000018
11:20-11:30,0.4917,969.8525833333333,1248.3288416666667,0.0,278.47625833333336,0.0,0.0,3499.7001075000007,3750.328740000001,0.0,1.0
11:30-11:40,0.4806,970.599025,1257.41025,546.5221083333333,833.3333333333333,0.0,0.0,3750.328740000001,4500.328740000001,262.65852526500004,1.0
11:40-11:50,0.47235,962.1080083333333,1263.3631500000001,532.0781916666664,833.3333333333333,0.0,0.0,4500.328740000001,5250.328740000001,251.32713383374985,1.0
11:50-12:00,0.4547,936.0301416666666,1266.0997666666667,503.26370833333317,833.3333333333333,0.0,0.0,5250.328740000001,6000.328740000001,228.8340081791666,1.0
12:00-12:10,0.44215,917.8542833333332,1267.7799416666667,483.4076749999998,833.3333333333333,0.0,0.0,6000.328740000001,6750.328740000001,213.73870350124992,1.0
12:10-12:20,0.4481,917.436925,1267.9140333333332,482.856225,833.3333333333333,0.0,0.0,6750.328740000001,7500.328740000001,216.3678744225,1.0
12:20-12:30,0.4507,916.6901166666667,1263.0699666666665,486.95348333333345,833.3333333333333,0.0,0.0,7500.328740000001,8250.32874,219.46993493833338,1.0
12:30-12:40,0.42879999999999996,912.3493166666667,1252.2438,493.43885,833.3333333333333,0.0,0.0,8250.32874,9000.32874,211.58657888,1.0
12:40-12:50,0.48975,919.0391166666666,1238.8463,0.0,319.80718333333334,0.0,0.0,9000.32874,9288.155205000001,0.0,1.0
12:50-13:00,0.6980500000000001,940.98845,1225.5179249999999,0.0,284.52947499999993,0.0,0.0,9288.155205000001,9544.2317325,0.0,1.0
13:00-13:10,0.84575,955.4375416666667,1208.9449083333332,0.0,253.50736666666648,0.0,0.0,9544.2317325,9772.3883625,0.0,1.0
13:10-13:20,0.8526,954.5149416666666,1187.3065083333333,0.0,232.79156666666677,0.0,0.0,9772.3883625,9981.9007725,0.0,1.0
13:20-13:30,0.8517,952.711175,1163.6286249999998,0.0,210.9174499999998,0.0,0.0,9981.9007725,10171.726477499999,0.0,1.0
13:30-13:40,0.86205,952.1749249999999,1140.2344916666666,0.0,188.05956666666668,0.0,0.0,10171.726477499999,10340.980087499998,0.0,1.0
13:40-13:50,0.88245,950.4305666666666,1114.980625,0.0,164.55005833333337,0.0,0.0,10340.980087499998,10489.075139999999,0.0,1.0
13:50-14:00,0.9390000000000001,949.101375,1084.9890416666667,0.0,135.88766666666675,0.0,0.0,10489.075139999999,10611.374039999999,0.0,1.0
14:00-14:10,0.9878,948.2856166666667,1052.2103583333333,0.0,103.92474166666659,0.0,0.0,10611.374039999999,10704.9063075,0.0,1.0
14:10-14:20,0.999,947.1742583333335,1017.8939166666665,0.0,70.71965833333309,0.0,0.0,10704.9063075,10768.554,0.0,1.0
14:20-14:30,1.0124499999999999,945.7010666666666,980.6410666666667,0.0,34.940000000000055,0.0,0.0,10768.554,10800.0,0.0,1.0
14:30-14:40,1.05885,944.4704666666667,940.7073499999999,0.0,0.0,3.763116666666747,0.0,10800.0,10795.818759259259,0.0,0.0
14:40-14:50,1.0141,944.741325,899.1906333333333,0.0,0.0,45.550691666666694,0.0,10795.818759259259,10745.206879629628,0.0,0.0
14:50-15:00,0.8035,946.2462916666666,856.54135,89.70494166666663,0.0,0.0,0.0,10745.206879629628,10745.206879629628,72.07792062916664,0.0
15:00-15:10,0.6647000000000001,945.9394916666666,812.7636333333332,194.05710318930227,60.881244855968866,0.0,0.0,10745.206879629628,10800.0,128.98975648992922,1.0
15:10-15:20,0.69085,943.78205,767.8893666666665,175.89268333333348,0.0,0.0,0.0,10800.0,10800.0,121.51546028083342,0.0
15:20-15:30,0.7262500000000001,942.7876499999999,721.6188750000001,221.16877499999975,0.0,0.0,0.0,10800.0,10800.0,160.62382284374985,0.0
15:30-15:40,0.7421,943.3072916666666,673.1329666666667,270.17432499999995,0.0,0.0,0.0,10800.0,10800.0,200.49636658249997,0.0
15:40-15:50,0.7678499999999999,944.3217000000001,623.6656416666666,320.6560583333335,0.0,0.0,0.0,10800.0,10800.0,246.21575439125007,0.0
15:50-16:00,0.7939,945.228025,574.8735333333333,370.3544916666667,0.0,0.0,0.0,10800.0,10800.0,294.02443093416673,0.0
16:00-16:10,0.8163,945.3742750000001,525.1927083333333,420.18156666666687,0.0,0.0,0.0,10800.0,10800.0,342.9942128700002,0.0
16:10-16:20,0.8394999999999999,944.3839333333333,473.81981666666667,470.5641166666666,0.0,0.0,0.0,10800.0,10800.0,395.0385759416666,0.0
16:20-16:30,0.8654999999999999,943.9570666666666,422.54925000000003,521.4078166666666,0.0,-0.0,0.0,10800.0,10800.0,451.2784653249999,0.0
16:30-16:40,0.8907499999999999,946.2441166666667,372.691875,573.5522416666668,0.0,-0.0,0.0,10800.0,10800.0,510.8916592645834,0.0
16:40-16:50,0.90935,941.0582166666666,323.35062500000004,617.7075916666665,0.0,-0.0,0.0,10800.0,10800.0,561.7123984820832,0.0
16:50-17:00,0.92135,922.53115,274.40093333333334,648.1302166666667,0.0,0.0,0.0,10800.0,10800.0,597.1547751258333,0.0
17:00-17:10,0.9363,911.1755249999999,229.74171666666666,681.4338083333332,0.0,0.0,0.0,10800.0,10800.0,638.0264747424999,0.0
17:10-17:20,0.9601999999999999,911.0100749999999,190.95871666666667,720.0513583333333,0.0,-0.0,0.0,10800.0,10800.0,691.3933142716666,0.0
17:20-17:30,0.9802,913.0977333333333,156.09248333333335,757.0052499999999,0.0,-0.0,0.0,10800.0,10800.0,742.0165460499999,0.0
17:30-17:40,0.9811,926.1813833333333,125.1674,801.0139833333333,0.0,-0.0,0.0,10800.0,10800.0,785.8748190483333,0.0
17:40-17:50,1.0251000000000001,892.7452833333333,98.49225833333333,794.253025,0.0,-0.0,0.0,10800.0,10800.0,814.1887759275,0.0
17:50-18:00,1.1527500000000002,774.9817833333333,75.27907499999999,699.7027083333332,0.0,-0.0,0.0,10800.0,10800.0,806.58229703125,0.0
18:00-18:10,1.2437,694.2774916666667,55.205533333333335,639.0719583333334,0.0,-0.0,0.0,10800.0,10800.0,794.8137945791668,0.0
18:10-18:20,1.2504,698.2247416666665,38.228825,659.9959166666665,0.0,-0.0,0.0,10800.0,10800.0,825.2588941999998,0.0
18:20-18:30,1.2496,706.8240166666667,24.274499999999996,682.5495166666667,0.0,0.0,0.0,10800.0,10800.0,852.9138760266668,0.0
18:30-18:40,1.25335,704.9408999999998,13.554458333333333,691.3864416666665,0.0,-0.0,0.0,10800.0,10800.0,866.5491966629165,0.0
18:40-18:50,1.2701500000000001,706.6500749999998,6.080749999999999,596.9193999999995,0.0,103.64992500000025,0.0,10800.0,10684.833416666666,758.1771759099995,0.0
18:50-19:00,1.31735,707.1368333333332,1.5776833333333333,0.0,0.0,705.5591499999999,0.0,10684.833416666666,9900.878805555556,0.0,0.0
19:00-19:10,1.34945,706.987325,0.042075,0.0,0.0,706.9452500000001,0.0,9900.878805555556,9115.384083333334,0.0,0.0
19:10-19:20,1.3484,708.048925,0.06919166666666667,0.0,0.0,707.9797333333333,0.0,9115.384083333334,8328.739935185185,0.0,0.0
19:20-19:30,1.3464,709.05,0.05005833333333333,0.0,0.0,708.9999416666666,0.0,8328.739935185185,7540.962222222222,0.0,0.0
19:30-19:40,1.3486500000000001,710.3396666666667,0.0,0.0,0.0,710.3396666666667,0.0,7540.962222222222,6751.695925925926,0.0,0.0
19:40-19:50,1.34815,711.4474749999999,0.0,0.0,0.0,711.4474749999999,0.0,6751.695925925926,5961.198731481481,0.0,0.0
19:50-20:00,1.34775,711.5537666666665,0.0,0.0,0.0,711.5537666666665,0.0,5961.198731481481,5170.583435185185,0.0,0.0
20:00-20:10,1.34975,712.5745583333334,0.0,0.0,0.0,712.5745583333334,0.0,5170.583435185185,4378.833925925926,0.0,0.0
20:10-20:20,1.34565,714.4941166666667,0.0,0.0,0.0,714.4941166666667,0.0,4378.833925925926,3584.9515740740744,0.0,0.0
20:20-20:30,1.3444500000000001,715.2554999999999,0.0,0.0,0.0,715.2554999999999,0.0,3584.9515740740744,2790.223240740741,0.0,0.0
20:30-20:40,1.37205,715.4399416666666,0.0,0.0,0.0,715.4399416666666,0.0,2790.223240740741,1995.2899722222223,0.0,0.0
20:40-20:50,1.3089,715.7609749999999,0.0,0.0,0.0,715.7609749999999,0.0,1995.2899722222223,1200.0,0.0,0.0
20:50-21:00,1.0779,716.4370166666668,0.0,716.4370166666668,0.0,0.0,0.0,1200.0,1200.0,772.2474602650002,0.0
21:00-21:10,0.92,718.5827083333334,0.0,718.5827083333334,0.0,0.0,0.0,1200.0,1200.0,661.0960916666667,0.0
21:10-21:20,0.92195,718.6075833333334,0.0,718.6075833333334,0.0,0.0,0.0,1200.0,1200.0,662.5202614541668,0.0
21:20-21:30,0.9371,718.7504166666668,0.0,718.7504166666668,0.0,0.0,0.0,1200.0,1200.0,673.5410154583334,0.0
21:30-21:40,0.9621,729.2903416666666,0.0,729.2903416666666,0.0,-0.0,0.0,1200.0,1200.0,701.6502377174999,0.0
21:40-21:50,0.88175,704.9141416666666,0.0,704.9141416666666,0.0,-0.0,0.0,1200.0,1200.0,621.5580444145834,0.0
21:50-22:00,0.59865,616.0752749999999,0.0,616.0752749999999,0.0,-0.0,0.0,1200.0,1200.0,368.81346337875,0.0
22:00-22:10,0.4034,556.011275,0.0,1389.3446083333333,833.3333333333333,0.0,0.0,1200.0,1950.0,560.4616150016666,1.0
22:10-22:20,0.41135,560.1958083333333,0.0,1393.5291416666664,833.3333333333333,0.0,0.0,1950.0,2700.0,573.2282124245833,1.0
22:20-22:30,0.4283,566.2406333333333,0.0,566.2406333333333,0.0,0.0,0.0,2700.0,2700.0,242.52086325666667,0.0
22:30-22:40,0.4192,564.0408749999999,0.0,1397.3742083333332,833.3333333333333,0.0,0.0,2700.0,3450.0,585.7792681333333,1.0
22:40-22:50,0.42135,565.5869833333333,0.0,1398.9203166666666,833.3333333333333,0.0,0.0,3450.0,4200.0,589.4350754275,1.0
22:50-23:00,0.4239,566.6439333333333,0.0,899.9772666666665,333.3333333333333,0.0,0.0,4200.0,4500.0,381.5003633399999,1.0
23:00-23:10,0.42425,567.1852916666667,0.0,567.1852916666667,0.0,0.0,0.0,4500.0,4500.0,240.62835998958334,0.0
23:10-23:20,0.4244,568.5943916666666,0.0,568.5943916666666,0.0,0.0,0.0,4500.0,4500.0,241.3114598233333,0.0
23:20-23:30,0.423,569.8444083333334,0.0,1403.1777416666666,833.3333333333333,0.0,0.0,4500.0,5250.0,593.5441847249999,1.0
23:30-23:40,0.423,570.9727833333333,0.0,1404.3061166666666,833.3333333333333,0.0,0.0,5250.0,6000.0,594.0214873499999,1.0
23:40-23:50,0.42555,572.3961083333334,0.0,572.3961083333334,0.0,0.0,0.0,6000.0,6000.0,243.58316390125,0.0
23:50-24:00,0.42735,573.6489083333333,0.0,573.6489083333333,0.0,0.0,0.0,6000.0,6000.0,245.14886097625,0.0
