规划日期,比例窗口,有效历史比例数,跨日比例中位数
2025-06-30,28,28,1.0003989341984267
2025-07-01,28,28,1.0003989341984267
2025-07-02,28,28,1.0003989341984267
2025-07-03,28,28,1.0003989341984267
2025-07-04,28,28,1.005203847143967
2025-07-05,28,28,1.0052646818098632
2025-07-06,28,28,1.001207277652778
2025-07-07,28,28,1.0035439310645684
2025-07-08,28,28,1.0035439310645684
2025-07-09,28,28,1.001207277652778
2025-07-10,28,28,1.001207277652778
2025-07-11,28,28,1.001207277652778
2025-07-12,28,28,1.0035439310645684
2025-07-13,28,28,1.001207277652778
2025-07-14,28,28,1.001207277652778
2025-07-15,28,28,1.001207277652778
2025-07-16,28,28,1.001207277652778
2025-07-17,28,28,1.0014420022861115
2025-07-18,28,28,1.0014420022861115
2025-07-19,28,28,1.0014420022861115
2025-07-20,28,28,1.0021478025316426
2025-07-21,28,28,1.0014420022861115
2025-07-22,28,28,1.0014420022861115
2025-07-23,28,28,1.0014420022861115
2025-07-24,28,28,1.0014420022861115
2025-07-25,28,28,0.9995984339373506
2025-07-26,28,28,0.9969910683178365
2025-07-27,28,28,0.9969910683178365
2025-07-28,28,28,0.9964979536968125
2025-07-29,28,28,0.9964979536968125
2025-07-30,28,28,0.9957892783450584
2025-07-31,28,28,0.9957892783450584
2025-08-01,28,28,0.9943371850725009
2025-08-02,28,28,0.991935302551257
2025-08-03,28,28,0.991935302551257
2025-08-04,28,28,0.9881214207047722
2025-08-05,28,28,0.991935302551257
2025-08-06,28,28,0.991935302551257
2025-08-07,28,28,0.9943371850725009
2025-08-08,28,28,0.9943371850725009
2025-08-09,28,28,0.991935302551257
2025-08-10,28,28,0.9943371850725009
2025-08-11,28,28,0.991935302551257
2025-08-12,28,28,0.9899880233076881
2025-08-13,28,28,0.9899880233076881
2025-08-14,28,28,0.9899880233076881
2025-08-15,28,28,0.9899880233076881
2025-08-16,28,28,0.9899880233076881
2025-08-17,28,28,0.9873880334444778
2025-08-18,28,28,0.9899880233076881
2025-08-19,28,28,0.9899880233076881
2025-08-20,28,28,0.9899880233076881
2025-08-21,28,28,0.9899880233076881
2025-08-22,28,28,0.9899880233076881
2025-08-23,28,28,0.985663247799845
2025-08-24,28,28,0.9916394714014818
2025-08-25,28,28,0.9916394714014818
2025-08-26,28,28,0.985663247799845
2025-08-27,28,28,0.9908944959426249
2025-08-28,28,28,0.993279331296713
2025-08-29,28,28,0.993279331296713
2025-08-30,28,28,0.9950165043648662
2025-08-31,28,28,0.9950165043648662
2025-09-01,28,28,0.9950165043648662
2025-09-02,28,28,0.9934879936430197
2025-09-03,28,28,0.9950165043648662
2025-09-04,28,28,0.9953655220655211
2025-09-05,28,28,0.9993069288949862
2025-09-06,28,28,0.9993069288949862
2025-09-07,28,28,0.9953655220655211
2025-09-08,28,28,0.9993069288949862
2025-09-09,28,28,0.9993069288949862
2025-09-10,28,28,0.9953655220655211
2025-09-11,28,28,0.9934879936430197
2025-09-12,28,28,0.9948292089529709
2025-09-13,28,28,0.9948292089529709
2025-09-14,28,28,0.9994291084408282
2025-09-15,28,28,0.999471608401781
2025-09-16,28,28,0.9999980715514095
2025-09-17,28,28,0.9999980715514095
2025-09-18,28,28,0.9999980715514095
2025-09-19,28,28,0.998120543128908
2025-09-20,28,28,0.998120543128908
2025-09-21,28,28,0.998120543128908
2025-09-22,28,28,0.9927430181841628
2025-09-23,28,28,0.998120543128908
2025-09-24,28,28,1.0010558218252341
2025-09-25,28,28,1.0010558218252341
2025-09-26,28,28,1.0010558218252341
2025-09-27,28,28,0.9958869592267954
2025-09-28,28,28,0.9862018625378617
2025-09-29,28,28,0.9958869592267954
2025-09-30,28,28,0.9891371412341878
2025-10-01,28,28,0.9764525965371926
2025-10-02,28,28,0.9764525965371926
2025-10-03,28,28,0.9764525965371926
2025-10-04,28,28,0.9764525965371926
2025-10-05,28,28,0.9803096977105012
2025-10-06,28,28,0.9803096977105012
2025-10-07,28,28,0.9899947943994349
2025-10-08,28,28,1.0029559650782287
2025-10-09,28,28,1.0029559650782287
2025-10-10,28,28,0.9924479770111856
2025-10-11,28,28,1.0029559650782287
2025-10-12,28,28,0.9924479770111856
2025-10-13,28,28,0.9836205334874991
2025-10-14,28,28,0.9836205334874991
2025-10-15,28,28,0.9836205334874991
2025-10-16,28,28,0.9916883741245905
2025-10-17,28,28,0.9950875158878991
2025-10-18,28,28,0.9950875158878991
2025-10-19,28,28,0.9894728578625582
2025-10-20,28,28,0.9894728578625582
2025-10-21,28,28,0.9894728578625582
2025-10-22,28,28,0.9860643426569411
2025-10-23,28,28,0.9860643426569411
2025-10-24,28,28,0.9860643426569411
2025-10-25,28,28,0.9860643426569411
2025-10-26,28,28,0.9860643426569411
2025-10-27,28,28,0.9860643426569411
2025-10-28,28,28,0.9894728578625582
2025-10-29,28,28,0.9950875158878991
2025-10-30,28,28,0.9950875158878991
2025-10-31,28,28,0.9933096226015252
2025-11-01,28,28,0.9933096226015252
2025-11-02,28,28,0.9894728578625582
2025-11-03,28,28,0.9894728578625582
2025-11-04,28,28,0.9894728578625582
2025-11-05,28,28,0.9894728578625582
2025-11-06,28,28,0.9894634844202496
2025-11-07,28,28,0.9933096226015252
2025-11-08,28,28,0.9894634844202496
2025-11-09,28,28,0.9933096226015252
2025-11-10,28,28,0.9933096226015252
2025-11-11,28,28,0.9894634844202496
2025-11-12,28,28,0.9894634844202496
2025-11-13,28,28,0.9856443229917632
2025-11-14,28,28,0.9838269678990306
2025-11-15,28,28,0.9844266168066681
2025-11-16,28,28,0.9844266168066681
2025-11-17,28,28,0.9844266168066681
2025-11-18,28,28,0.9830199079368047
2025-11-19,28,28,0.9844266168066681
2025-11-20,28,28,0.9844266168066681
2025-11-21,28,28,0.9830199079368047
2025-11-22,28,28,0.988683401210813
2025-11-23,28,28,0.9951982003654363
2025-11-24,28,28,0.9951982003654363
2025-11-25,28,28,0.9951982003654363
2025-11-26,28,28,0.988683401210813
2025-11-27,28,28,0.988683401210813
2025-11-28,28,28,0.9830199079368047
2025-11-29,28,28,0.9901343559990655
2025-11-30,28,28,0.9901343559990655
2025-12-01,28,28,0.9901343559990655
2025-12-02,28,28,0.9901343559990655
2025-12-03,28,28,0.9830199079368047
2025-12-04,28,28,0.9901343559990655
2025-12-05,28,28,0.9901343559990655
2025-12-06,28,28,0.9973992719773144
2025-12-07,28,28,0.9973992719773144
2025-12-08,28,28,0.9985980374100121
2025-12-09,28,28,0.9985980374100121
2025-12-10,28,28,0.9985980374100121
2025-12-11,28,28,0.9994156286176875
2025-12-12,28,28,1.0031664659572714
2025-12-13,28,28,1.0031664659572714
2025-12-14,28,28,1.0055270433066599
2025-12-15,28,28,1.0055270433066599
2025-12-16,28,28,1.0055270433066599
2025-12-17,28,28,1.0055270433066599
2025-12-18,28,28,1.0036324489240958
2025-12-19,28,28,1.0036324489240958
2025-12-20,28,28,1.0055270433066599
2025-12-21,28,28,1.0055270433066599
2025-12-22,28,28,1.0055270433066599
2025-12-23,28,28,1.0055270433066599
2025-12-24,28,28,1.0055270433066599
2025-12-25,28,28,1.006905015554238
2025-12-26,28,28,1.006905015554238
2025-12-27,28,28,1.006905015554238
2025-12-28,28,28,1.006905015554238
2025-12-29,28,28,1.0084009546113917
2025-12-30,28,28,1.0084009546113917
